1000,4.4977e-05
2000,9.8924e-05
3000,0.000152058
4000,0.000206437
5000,0.000273043
6000,0.000333338
7000,0.000396277
8000,0.000449124
9000,0.000538101
10000,0.00058067
11000,0.000660495
12000,0.000718106
13000,0.000787455
14000,0.000854124
15000,0.000934659
16000,0.00103014
17000,0.00107292
18000,0.00114383
19000,0.00122477
20000,0.00127798
21000,0.00134584
22000,0.00145094
23000,0.00153258
24000,0.00157331
25000,0.00166155
26000,0.00176471
27000,0.00180794
28000,0.00193519
29000,0.00196711
30000,0.00205163
31000,0.00216352
32000,0.00219583
33000,0.0023261
34000,0.00233835
35000,0.0024446
